"Player 1","Player 2","Result"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Lose"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Lose"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Lose"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Lose"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Lose"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Lose"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Lose"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Lose"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Lose"
"Vamfff","Maafff","Win"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Lose"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Win"
"Vamfff","Maafff","Lose"
"Maafff","Vamfff","Lose"
"Vamfff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Lose"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Win"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Win"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Lose"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Win"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhafff","Win"
"Vhafff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhhfff","Win"
"Vhhfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Win"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Lose"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vhmfff","Win"
"Vhmfff","Maafff","Lose"
"Maafff","Vmafff","Lose"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Lose"
"Vmafff","Maafff","Win"
"Maafff","Vmafff","Lose"
"Vmafff","Maafff","Win"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Lose"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Win"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Lose"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Lose"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Win"
"Maafff","Vmafff","Lose"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Win"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Lose"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Win"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Lose"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Lose"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Lose"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Lose"
"Maafff","Vmafff","Win"
"Vmafff","Maafff","Win"
